Straße;Hausnr;PLZ;Ort;Preis;Wohnfläche;Grundstücksfläche;Zimmer;Typ;Baujahr;Beschreibung;Provision;Energieausweis-Klasse;Energieverbrauch;Kontakt Name;Kontakt Telefon;Kontakt E-Mail;Exposé-Nr;Notizen;Status
Alsterstraße;73;52376;Aachen;420.000,00;80;;4;wohnung;2003;Charmante Maisonette-Wohnung über zwei Etagen mit Kamin.;2,38% inkl. MwSt.;G;204;Stefan Hoffmann;+49 241 17932038;stefan.hoffmann@immobilien-zentrale.de;IS-2024-7674;Garagenstellplatz separat zu erwerben (15.000 €).;verfuegbar
Bergsteig;65;53912;Bonn;395.000,00;91;;4,5;wohnung;2004;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;Provisionsfrei;F;180;Sophia Werner;+49 331 47343729;sophia.werner@immobilien-zentrale.de;IS-2024-6717;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;verfuegbar
Wesersteig;120;79821;Freiburg;695.000,00;139;;4;wohnung;2014;Stilvolle Altbauwohnung mit hohen Decken und Stuck.;Auf Anfrage;A+;30;Michael Schäfer;+49 30 85254147;michael.schaefer@immobilien-kontor.de;IS-2024-5180;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;reserviert
Dorfstraße;113;45421;Essen;280.000,00;105;;3,5;wohnung;1964;Großzügige Familienwohnung mit separatem Gäste-WC und Abstellraum.;3,57% inkl. MwSt.;G;232;Michael Köhler;+49 201 30833235;michael.koehler@immobilien-partner.de;IS-2024-6295;Besichtigung nur samstags möglich, Eigentümer arbeitet im Ausland.;verfuegbar
Moorplatz;45;20943;Hamburg;605.000,00;57;;3,5;wohnung;1979;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;3,57% inkl. MwSt.;D;106;Susanne Lehmann;+49 511 54993841;susanne.lehmann@immobilien-agentur.de;IS-2024-7627;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;verfuegbar
Kaiserstraße;36;52356;Aachen;1.435.000,00;286;830;5,5;haus;1958;Gepflegtes Reihenhaus in familienfreundlicher Wohnlage.;3,57% inkl. MwSt.;D;106;Stefan Hoffmann;+49 241 17932038;stefan.hoffmann@immobilien-zentrale.de;IS-2024-3177;Objekt steht seit 3 Monaten leer, sofort beziehbar.;verfuegbar
Goetheweg;38;28749;Bremen;670.000,00;96;;5;wohnung;1983;Kompakte Single-Wohnung mit durchdachtem Grundriss, ideal als Kapitalanlage.;Provisionsfrei;H;294;Thomas Lehmann;+49 421 65955818;thomas.lehmann@immobilien-profis.de;IS-2024-2471;Teilfläche ist vermietet, Mieteinnahmen ca. 800 €/Monat.;verfuegbar
Händelring;109;45960;Essen;105.000,00;77;;2,5;wohnung;1955;Barrierefreie Erdgeschosswohnung mit Terrasse und eigenem Garten.;3,57% inkl. MwSt.;D;102;Michael Köhler;+49 201 30833235;michael.koehler@immobilien-partner.de;IS-2024-3168;Mieter hat Vorkaufsrecht, muss zuerst angefragt werden.;reserviert
Wesersteig;106;52165;Aachen;125.000,00;120;;3;wohnung;1989;Moderne Neubauwohnung mit offener Küche und bodentiefen Fenstern.;Provisionsfrei;A+;26;Lisa Meyer;+49 241 32279363;lisa.meyer@immobilien-zentrale.de;IS-2024-0510;;verkauft
Kaiserpfad;76;86388;Augsburg;2.085.000,00;610;330;;gewerbe;1990;Gastronomie-Fläche mit voll ausgestatteter Küche und Außenbestuhlung.;5,95% inkl. MwSt.;G;243;Andreas Maier;+49 89 20970853;andreas.maier@immobilien-service.de;IS-2024-9544;;verfuegbar
Rheinallee;74;24650;Kiel;715.000,00;68;;2;wohnung;2005;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;2,38% inkl. MwSt.;G;218;Uwe Peters;+49 431 40937060;uwe.peters@immobilien-zentrale.de;IS-2024-8585;Kaufpreis wurde kürzlich reduziert, gutes Verhandlungspotenzial.;verkauft
Mainallee;39b;80216;München;175.000,00;;340;;grundstueck;;Attraktives Grundstück in Seenähe, ideal für Ferienhausbebauung.;Provisionsfrei;;;Ralf Zimmermann;+49 89 33877582;ralf.zimmermann@immobilien-service.de;IS-2024-4132;;verfuegbar
Teichgasse;83;40253;Düsseldorf;345.000,00;;2250;;grundstueck;;Attraktives Grundstück in Seenähe, ideal für Ferienhausbebauung.;4,76% inkl. MwSt.;;;Petra Krause;+49 89 53885162;petra.krause@immobilien-service.de;IS-2024-8498;;verfuegbar
Lindenweg;34;70909;Stuttgart;975.000,00;284;600;6,5;haus;1984;Renoviertes Fachwerkhaus mit modernem Anbau und historischem Charme.;3,57% inkl. MwSt.;A;50;Lisa Meyer;+49 241 32279363;lisa.meyer@immobilien-zentrale.de;IS-2024-3719;;verfuegbar
Flussweg;72;93468;Regensburg;475.000,00;97;910;7,5;haus;1928;Energetisch saniertes Siedlungshaus mit neuer Heizung und Dach.;Auf Anfrage;G;218;Sabine Meyer;+49 201 97445827;sabine.meyer@immobilien-agentur.de;IS-2024-7186;Kaufpreis wurde kürzlich reduziert, gutes Verhandlungspotenzial.;reserviert
Sonnenallee;2;89273;Ulm;385.000,00;40;;3;wohnung;2020;Helle 3-Zimmer-Wohnung mit Balkon in ruhiger Lage.;4,76% inkl. MwSt.;D;107;Andreas Bauer;+49 821 80235490;andreas.bauer@immobilien-service.de;IS-2024-1379;Dach wurde 2022 komplett erneuert, Rechnungen liegen vor.;verfuegbar
Gartengasse;16;28373;Bremen;490.000,00;140;;3;wohnung;2005;Helle 3-Zimmer-Wohnung mit Balkon in ruhiger Lage.;4,76% inkl. MwSt.;E;144;Thomas Lehmann;+49 421 65955818;thomas.lehmann@immobilien-profis.de;IS-2024-1095;Teilfläche ist vermietet, Mieteinnahmen ca. 800 €/Monat.;verfuegbar
Klosterstraße;45;04144;Leipzig;2.505.000,00;571;910;;gewerbe;1993;Atelier- und Showroom-Fläche in sanierter Industriehalle.;4,76% inkl. MwSt.;B;75;Martin Huber;+49 341 56405343;martin.huber@immobilien-service.de;IS-2024-8891;Mieter hat Vorkaufsrecht, muss zuerst angefragt werden.;verkauft
Mondring;85;70808;Stuttgart;605.000,00;;1530;;grundstueck;;Voll erschlossenes Baugrundstück in ruhiger Wohnlage.;3,57% inkl. MwSt.;;;Alexander Schmidt;+49 711 15977656;alexander.schmidt@immobilien-zentrale.de;IS-2024-6829;Objekt steht seit 3 Monaten leer, sofort beziehbar.;verfuegbar
Alsterplatz;6;04268;Leipzig;95.000,00;97;;1;wohnung;1978;Kompakte Single-Wohnung mit durchdachtem Grundriss, ideal als Kapitalanlage.;5,95% inkl. MwSt.;F;177;Hannah Huber;+49 221 57177965;hannah.huber@immobilien-partner.de;IS-2024-7448;;verfuegbar
Spreeallee;10;20402;Hamburg;395.000,00;;560;;grundstueck;;Ebenes Grundstück in gewachsener Siedlung, ruhige Sackgassenlage.;3,57% inkl. MwSt.;;;Michael Richter;+49 40 93434066;michael.richter@immobilien-kontor.de;IS-2024-4120;;reserviert
Eichengasse;69;60481;Frankfurt;2.820.000,00;613;600;;gewerbe;2011;Lager- und Logistikfläche im Gewerbegebiet, Autobahnnähe.;4,76% inkl. MwSt.;B;64;Sabine Bauer;+49 69 40724868;sabine.bauer@immobilien-zentrale.de;IS-2024-2718;Käufer hat Finanzierungszusage, Notartermin wird vereinbart.;verkauft
Felddamm;29c;28102;Bremen;2.005.000,00;95;1850;;gewerbe;2002;Coworking-geeignete Fläche im Loft-Stil mit Glasfaseranschluss.;2,38% inkl. MwSt.;A;40;Thomas Lehmann;+49 421 65955818;thomas.lehmann@immobilien-profis.de;IS-2024-4094;Bodenrichtwert laut Gutachterausschuss: 320 €/m².;verkauft
Schillerring;107;86901;Augsburg;425.000,00;296;900;7,5;haus;2000;Energetisch saniertes Siedlungshaus mit neuer Heizung und Dach.;3,57% inkl. MwSt.;F;168;Tobias Köhler;+49 341 21711603;tobias.koehler@immobilien-zentrale.de;IS-2024-0079;Besichtigung nur samstags möglich, Eigentümer arbeitet im Ausland.;verkauft
Teichallee;19a;10362;Berlin;2.860.000,00;755;980;;gewerbe;1993;Coworking-geeignete Fläche im Loft-Stil mit Glasfaseranschluss.;5,95% inkl. MwSt.;C;80;Martin Walter;+49 30 78329059;martin.walter@immobilien-service.de;IS-2024-0729;Dach wurde 2022 komplett erneuert, Rechnungen liegen vor.;verfuegbar
Ringdamm;110;86601;Augsburg;1.380.000,00;217;270;6,5;haus;1935;Freistehendes Einfamilienhaus mit großem Garten und Doppelgarage.;4,76% inkl. MwSt.;A+;18;Lisa Meyer;+49 241 32279363;lisa.meyer@immobilien-zentrale.de;IS-2024-8737;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;verfuegbar
Kaiserstraße;33;28802;Bremen;975.000,00;731;1640;;gewerbe;2011;Ladenfläche in frequentierter Einkaufsstraße mit großer Schaufensterfront.;Provisionsfrei;B;66;Thomas Lehmann;+49 421 65955818;thomas.lehmann@immobilien-profis.de;IS-2024-7019;Teilfläche ist vermietet, Mieteinnahmen ca. 800 €/Monat.;verfuegbar
Gartenstraße;70;10439;Berlin;280.000,00;140;;1;wohnung;2009;Loftartige Wohnung in saniertem Fabrikgebäude, Backsteinoptik.;5,95% inkl. MwSt.;H;296;Alexander Schmidt;+49 711 15977656;alexander.schmidt@immobilien-zentrale.de;IS-2024-3626;Energetische Sanierung geplant, Fördermittel beantragt.;verfuegbar
Händelring;118b;20545;Hamburg;410.000,00;134;210;5,5;haus;2017;Repräsentatives Stadthaus in bevorzugter Wohnlage mit Garage.;Provisionsfrei;F;171;Andreas Maier;+49 89 20970853;andreas.maier@immobilien-service.de;IS-2024-7770;;verfuegbar
Erlenweg;83;93587;Regensburg;480.000,00;74;;5;wohnung;1997;Kompakte Single-Wohnung mit durchdachtem Grundriss, ideal als Kapitalanlage.;3,57% inkl. MwSt.;C;87;Susanne Becker;+49 451 90242403;susanne.becker@immobilien-partner.de;IS-2024-8563;Garagenstellplatz separat zu erwerben (15.000 €).;verfuegbar
Gartenallee;60;55603;Mainz;2.320.000,00;530;1420;;gewerbe;2010;Coworking-geeignete Fläche im Loft-Stil mit Glasfaseranschluss.;4,76% inkl. MwSt.;D;113;Michael Richter;+49 40 93434066;michael.richter@immobilien-kontor.de;IS-2024-5352;Objekt wird derzeit noch bewohnt, Besichtigung nur nach Absprache.;verfuegbar
Rathausallee;79;18499;Rostock;675.000,00;;2050;;grundstueck;;Waldrandgrundstück mit altem Baumbestand und Bachlauf.;Provisionsfrei;;;Andreas Wolf;+49 381 82772961;andreas.wolf@immobilien-kontor.de;IS-2024-6809;Schornsteinfeger-Protokoll liegt vor, keine Beanstandungen.;verfuegbar
Rathausstraße;65;04511;Leipzig;515.000,00;104;;2,5;wohnung;1991;Frisch renovierte Wohnung mit Parkettböden und Fußbodenheizung.;Provisionsfrei;D;112;Martin Huber;+49 341 56405343;martin.huber@immobilien-service.de;IS-2024-8647;Objekt wird derzeit noch bewohnt, Besichtigung nur nach Absprache.;verfuegbar
Heidesteig;52;90266;Nürnberg;670.000,00;134;;2,5;wohnung;2008;Ruhig gelegene Wohnung im Grünen mit Tiefgaragenstellplatz.;Auf Anfrage;D;102;Stefan Hartmann;+49 911 26101943;stefan.hartmann@immobilien-service.de;IS-2024-1347;Grundbuch ist lastenfrei, keine Altlasten bekannt.;reserviert
Teichweg;70;60560;Frankfurt;430.000,00;47;;2;wohnung;1958;Charmante Maisonette-Wohnung über zwei Etagen mit Kamin.;5,95% inkl. MwSt.;E;142;Sabine Bauer;+49 69 40724868;sabine.bauer@immobilien-zentrale.de;IS-2024-9126;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;verkauft
Rosenring;66;20808;Hamburg;95.000,00;154;;4,5;wohnung;2011;Stilvolle Altbauwohnung mit hohen Decken und Stuck.;Provisionsfrei;H;318;Michael Köhler;+49 201 30833235;michael.koehler@immobilien-partner.de;IS-2024-8529;WEG-Protokolle der letzten 3 Jahre angefordert.;verfuegbar
Goethegasse;41;65296;Wiesbaden;370.000,00;35;;5;wohnung;2011;Großzügige Familienwohnung mit separatem Gäste-WC und Abstellraum.;Auf Anfrage;E;150;Monika Hartmann;+49 611 44019337;monika.hartmann@immobilien-agentur.de;IS-2024-9707;Schornsteinfeger-Protokoll liegt vor, keine Beanstandungen.;verkauft
Bismarckgasse;12;04877;Leipzig;2.930.000,00;696;1120;;gewerbe;2013;Gastronomie-Fläche mit voll ausgestatteter Küche und Außenbestuhlung.;Auf Anfrage;E;138;Maria Kaiser;+49 221 85161725;maria.kaiser@immobilien-service.de;IS-2024-5746;Erstbesichtigung durchgeführt, Interessent meldet sich nächste Woche.;verkauft
Donauallee;77;14868;Potsdam;150.000,00;;950;;grundstueck;;Hanggrundstück mit Fernblick, ideal für Architektenhaus.;3,57% inkl. MwSt.;;;Sophia Fischer;+49 451 12112027;sophia.fischer@immobilien-profis.de;IS-2024-2624;Gute Nachbarschaft, ruhige Wohnstraße mit wenig Durchgangsverkehr.;verkauft
Marktring;99;01640;Dresden;430.000,00;236;690;4;haus;1988;Massives Einfamilienhaus mit Keller, Terrasse und Obstgarten.;3,57% inkl. MwSt.;F;198;Klaus Meyer;+49 351 35066498;klaus.meyer@immobilien-agentur.de;IS-2024-8632;Teilfläche ist vermietet, Mieteinnahmen ca. 800 €/Monat.;reserviert
Turmplatz;3;55754;Mainz;655.000,00;144;;2,5;wohnung;1997;Moderne Neubauwohnung mit offener Küche und bodentiefen Fenstern.;Auf Anfrage;E;148;Tobias Köhler;+49 341 21711603;tobias.koehler@immobilien-zentrale.de;IS-2024-7041;;verfuegbar
Parkstraße;62;89235;Ulm;300.000,00;100;;2;wohnung;2010;Gepflegte Eigentumswohnung mit moderner Einbauküche und Stellplatz.;4,76% inkl. MwSt.;B;70;Klaus König;+49 451 41446841;klaus.koenig@immobilien-service.de;IS-2024-7000;Energetische Sanierung geplant, Fördermittel beantragt.;verfuegbar
Feldplatz;50;45484;Essen;520.000,00;149;;4;wohnung;1968;Ruhig gelegene Wohnung im Grünen mit Tiefgaragenstellplatz.;5,95% inkl. MwSt.;E;143;Sabine Meyer;+49 201 97445827;sabine.meyer@immobilien-agentur.de;IS-2024-6566;Energetische Sanierung geplant, Fördermittel beantragt.;verfuegbar
Weserplatz;2;89680;Ulm;805.000,00;101;350;7,5;haus;1984;Massives Einfamilienhaus mit Keller, Terrasse und Obstgarten.;2,38% inkl. MwSt.;D;125;Sabine Meyer;+49 201 97445827;sabine.meyer@immobilien-agentur.de;IS-2024-1431;;verfuegbar
Rathauspfad;64;86178;Augsburg;1.420.000,00;103;530;5,5;haus;1902;Energetisch saniertes Siedlungshaus mit neuer Heizung und Dach.;3,57% inkl. MwSt.;B;56;Andreas Bauer;+49 821 80235490;andreas.bauer@immobilien-service.de;IS-2024-0118;;verfuegbar
Tannengasse;102;80530;München;260.000,00;;1930;;grundstueck;;Voll erschlossenes Baugrundstück in ruhiger Wohnlage.;3,57% inkl. MwSt.;;;Markus Schwarz;+49 89 83825881;markus.schwarz@immobilien-partner.de;IS-2024-3246;WEG-Protokolle der letzten 3 Jahre angefordert.;verfuegbar
Parkweg;24;04829;Leipzig;360.000,00;195;770;7;haus;1920;Architektenhaus mit offenem Wohnkonzept und bodentiefen Fenstern.;Provisionsfrei;G;229;Martin Huber;+49 341 56405343;martin.huber@immobilien-service.de;IS-2024-0130;Objekt steht seit 3 Monaten leer, sofort beziehbar.;reserviert
Turmplatz;118;04651;Leipzig;450.000,00;207;410;8;haus;1970;Massives Einfamilienhaus mit Keller, Terrasse und Obstgarten.;Auf Anfrage;G;246;Ralf Zimmermann;+49 89 33877582;ralf.zimmermann@immobilien-service.de;IS-2024-1928;Garagenstellplatz separat zu erwerben (15.000 €).;verfuegbar
Brückenweg;18;20108;Hamburg;230.000,00;150;;3;wohnung;2009;Helle 3-Zimmer-Wohnung mit Balkon in ruhiger Lage.;Provisionsfrei;H;312;Heike Bauer;+49 611 77266532;heike.bauer@immobilien-agentur.de;IS-2024-6802;;verkauft
Wagnergasse;36;10825;Berlin;340.000,00;;2310;;grundstueck;;Baugrundstück mit genehmigter Bauvoranfrage für Doppelhaus.;5,95% inkl. MwSt.;;;Martin Walter;+49 30 78329059;martin.walter@immobilien-service.de;IS-2024-8051;Mieter hat Vorkaufsrecht, muss zuerst angefragt werden.;verfuegbar
Brückenstraße;113;76440;Karlsruhe;670.000,00;182;490;6,5;haus;1914;Massives Einfamilienhaus mit Keller, Terrasse und Obstgarten.;3,57% inkl. MwSt.;E;142;Monika Hartmann;+49 611 44019337;monika.hartmann@immobilien-agentur.de;IS-2024-9584;Energetische Sanierung geplant, Fördermittel beantragt.;verfuegbar
Wagnerpfad;27;90471;Nürnberg;330.000,00;129;;1;wohnung;2020;Penthouse mit umlaufender Dachterrasse und Panoramablick.;3,57% inkl. MwSt.;D;100;Klaus König;+49 451 41446841;klaus.koenig@immobilien-service.de;IS-2024-9046;;verfuegbar
Dorfallee;4;24656;Kiel;570.000,00;147;;2,5;wohnung;1967;Gepflegte Eigentumswohnung mit moderner Einbauküche und Stellplatz.;3,57% inkl. MwSt.;E;157;Markus Schwarz;+49 89 83825881;markus.schwarz@immobilien-partner.de;IS-2024-8183;Erstbesichtigung durchgeführt, Interessent meldet sich nächste Woche.;verfuegbar
Kaiserdamm;4;50663;Köln;745.000,00;149;;5;wohnung;1994;Loftartige Wohnung in saniertem Fabrikgebäude, Backsteinoptik.;2,38% inkl. MwSt.;D;112;Maria Kaiser;+49 221 85161725;maria.kaiser@immobilien-service.de;IS-2024-4115;Kaufpreis wurde kürzlich reduziert, gutes Verhandlungspotenzial.;verfuegbar
Bahnhofring;78;69411;Heidelberg;310.000,00;286;500;5;haus;1937;Großzügiges Landhaus mit Pool, Sauna und Einliegerwohnung.;3,57% inkl. MwSt.;C;85;Klaus Meyer;+49 351 35066498;klaus.meyer@immobilien-agentur.de;IS-2024-2618;Mieter hat Vorkaufsrecht, muss zuerst angefragt werden.;verkauft
Blumenpfad;98a;24282;Kiel;420.000,00;226;680;7,5;haus;1943;Großzügiges Landhaus mit Pool, Sauna und Einliegerwohnung.;3,57% inkl. MwSt.;C;83;Uwe Peters;+49 431 40937060;uwe.peters@immobilien-zentrale.de;IS-2024-3631;Verkäufer möchte vor Verkauf noch die Küche erneuern.;verfuegbar
Wesersteig;4;24860;Kiel;585.000,00;109;;5;wohnung;1988;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;4,76% inkl. MwSt.;F;176;Uwe Klein;+49 511 43436200;uwe.klein@immobilien-partner.de;IS-2024-3744;;verfuegbar
Sonnenplatz;74;93782;Regensburg;415.000,00;95;;4,5;wohnung;2002;Stilvolle Altbauwohnung mit hohen Decken und Stuck.;Provisionsfrei;H;339;Tobias Köhler;+49 341 21711603;tobias.koehler@immobilien-zentrale.de;IS-2024-6353;Objekt steht seit 3 Monaten leer, sofort beziehbar.;verkauft
Teichallee;117;18629;Rostock;1.015.000,00;245;420;8;haus;1951;Repräsentatives Stadthaus in bevorzugter Wohnlage mit Garage.;Provisionsfrei;A;40;Andreas Wolf;+49 381 82772961;andreas.wolf@immobilien-kontor.de;IS-2024-2799;Dach wurde 2022 komplett erneuert, Rechnungen liegen vor.;verfuegbar
Sternplatz;92;01486;Dresden;220.000,00;;810;;grundstueck;;Baugrundstück mit genehmigter Bauvoranfrage für Doppelhaus.;5,95% inkl. MwSt.;;;Heike Bauer;+49 611 77266532;heike.bauer@immobilien-agentur.de;IS-2024-3352;;reserviert
Blumenpfad;104;10942;Berlin;1.325.000,00;260;1000;4;haus;1940;Zweifamilienhaus mit separaten Eingängen, ideal zur Kapitalanlage.;Provisionsfrei;A;41;Alexander Schmidt;+49 711 15977656;alexander.schmidt@immobilien-zentrale.de;IS-2024-4504;;verfuegbar
Tannenstraße;103;14268;Potsdam;665.000,00;53;;2;wohnung;2007;Moderne Neubauwohnung mit offener Küche und bodentiefen Fenstern.;Provisionsfrei;E;139;Sophia Fischer;+49 451 12112027;sophia.fischer@immobilien-profis.de;IS-2024-7400;Dach wurde 2022 komplett erneuert, Rechnungen liegen vor.;verfuegbar
Hauptdamm;107c;55644;Mainz;285.000,00;46;;3;wohnung;1994;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;3,57% inkl. MwSt.;E;157;Katharina Schmid;+49 201 76438174;katharina.schmid@immobilien-kontor.de;IS-2024-7703;Gute Nachbarschaft, ruhige Wohnstraße mit wenig Durchgangsverkehr.;reserviert
Birkendamm;102;14678;Potsdam;1.680.000,00;114;400;;gewerbe;2010;Repräsentative Bürofläche in zentraler Lage mit guter ÖPNV-Anbindung.;3,57% inkl. MwSt.;C;80;Martin Schmidt;+49 331 28345936;martin.schmidt@immobilien-kontor.de;IS-2024-9542;Schornsteinfeger-Protokoll liegt vor, keine Beanstandungen.;verfuegbar
Kaiserring;102;89664;Ulm;965.000,00;118;1010;6,5;haus;2020;Renoviertes Fachwerkhaus mit modernem Anbau und historischem Charme.;2,38% inkl. MwSt.;F;178;Martin Schmidt;+49 331 28345936;martin.schmidt@immobilien-kontor.de;IS-2024-4564;Objekt wurde als Kapitalanlage genutzt, aktuelle Rendite 4,2%.;verfuegbar
Spreegasse;81;70355;Stuttgart;575.000,00;;2390;;grundstueck;;Hanggrundstück mit Fernblick, ideal für Architektenhaus.;Provisionsfrei;;;Alexander Schmidt;+49 711 15977656;alexander.schmidt@immobilien-zentrale.de;IS-2024-1531;Kaufpreis wurde kürzlich reduziert, gutes Verhandlungspotenzial.;verkauft
Elbestraße;10;76491;Karlsruhe;565.000,00;;1820;;grundstueck;;Bauland in Neubaugebiet mit allen Anschlüssen, sofort bebaubar.;3,57% inkl. MwSt.;;;Uwe Klein;+49 511 43436200;uwe.klein@immobilien-partner.de;IS-2024-6225;Dach wurde 2022 komplett erneuert, Rechnungen liegen vor.;verfuegbar
Schulplatz;28;20373;Hamburg;345.000,00;263;880;4,5;haus;2005;Zweifamilienhaus mit separaten Eingängen, ideal zur Kapitalanlage.;3,57% inkl. MwSt.;H;269;Michael Richter;+49 40 93434066;michael.richter@immobilien-kontor.de;IS-2024-5615;Schornsteinfeger-Protokoll liegt vor, keine Beanstandungen.;verkauft
Spreegasse;39;76186;Karlsruhe;2.935.000,00;255;1190;;gewerbe;2005;Gastronomie-Fläche mit voll ausgestatteter Küche und Außenbestuhlung.;Provisionsfrei;B;60;Katharina Schmid;+49 201 76438174;katharina.schmid@immobilien-kontor.de;IS-2024-6183;Kaufpreis wurde kürzlich reduziert, gutes Verhandlungspotenzial.;verkauft
Eichendamm;9;55476;Mainz;395.000,00;155;;4;wohnung;1984;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;Provisionsfrei;H;278;Stefan Hoffmann;+49 241 17932038;stefan.hoffmann@immobilien-zentrale.de;IS-2024-1145;Objekt wurde als Kapitalanlage genutzt, aktuelle Rendite 4,2%.;verfuegbar
Turmstraße;30;53469;Bonn;730.000,00;63;;1;wohnung;1983;Sonnige Etagenwohnung in familienfreundlicher Wohngegend.;2,38% inkl. MwSt.;E;157;Marie Hoffmann;+49 231 58842211;marie.hoffmann@immobilien-kontor.de;IS-2024-0171;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;verkauft
Mondgasse;50;24449;Kiel;950.000,00;134;820;6;haus;1925;Massives Einfamilienhaus mit Keller, Terrasse und Obstgarten.;Provisionsfrei;G;202;Sophia Werner;+49 331 47343729;sophia.werner@immobilien-zentrale.de;IS-2024-1795;Kaufpreis wurde kürzlich reduziert, gutes Verhandlungspotenzial.;verfuegbar
Königgasse;67c;28971;Bremen;1.325.000,00;267;630;7;haus;1920;Massives Einfamilienhaus mit Keller, Terrasse und Obstgarten.;Provisionsfrei;F;175;Thomas Lehmann;+49 421 65955818;thomas.lehmann@immobilien-profis.de;IS-2024-1848;Verkäufer möchte vor Verkauf noch die Küche erneuern.;verfuegbar
Kastaniensteig;49;40675;Düsseldorf;355.000,00;135;;2,5;wohnung;1984;Stilvolle Altbauwohnung mit hohen Decken und Stuck.;3,57% inkl. MwSt.;A+;19;Daniel Walter;+49 211 45310193;daniel.walter@immobilien-kontor.de;IS-2024-4477;Mehrere Interessenten vorhanden, Bieterverfahren möglich.;verfuegbar
Schillerplatz;71;53965;Bonn;230.000,00;267;1660;;gewerbe;1985;Atelier- und Showroom-Fläche in sanierter Industriehalle.;3,57% inkl. MwSt.;E;160;Andreas Wolf;+49 381 82772961;andreas.wolf@immobilien-kontor.de;IS-2024-3403;;verfuegbar
Moorweg;112;80981;München;705.000,00;47;;2,5;wohnung;1986;Kompakte Single-Wohnung mit durchdachtem Grundriss, ideal als Kapitalanlage.;2,38% inkl. MwSt.;D;112;Markus Schwarz;+49 89 83825881;markus.schwarz@immobilien-partner.de;IS-2024-1984;Besichtigung nur samstags möglich, Eigentümer arbeitet im Ausland.;verfuegbar
Alsterweg;11;50380;Köln;275.000,00;106;;5;wohnung;1969;Zentral gelegene Stadtwohnung, fußläufig zu allen Annehmlichkeiten.;Provisionsfrei;A;42;Ralf Lange;+49 30 87484122;ralf.lange@immobilien-kontor.de;IS-2024-6338;;reserviert
Tannenallee;20;14576;Potsdam;590.000,00;294;560;5;haus;1910;Gepflegtes Reihenhaus in familienfreundlicher Wohnlage.;Provisionsfrei;E;145;Martin Schmidt;+49 331 28345936;martin.schmidt@immobilien-kontor.de;IS-2024-5156;Objekt steht seit 3 Monaten leer, sofort beziehbar.;reserviert
Feldplatz;118;01455;Dresden;1.110.000,00;168;1040;5;haus;2013;Reihenendhaus mit seitlichem Gartenanteil und Sonnenterrasse.;3,57% inkl. MwSt.;A+;19;Markus Schwarz;+49 89 83825881;markus.schwarz@immobilien-partner.de;IS-2024-1561;Eigentümer ist umzugsbedingt verhandlungsbereit.;verfuegbar
